ω_sub,r_sub,ω_0_sub2M2_b3,z_sub2M2_b3,ω_ELbox_top_b3,ω_M1_b3,r_M1_b3,ω_M2_b3,r_M2_b3,f_M2,rd_M2_b3,ω_0_M2toM3_b3_fromsub,z_M2toM3_b3_fromsub,ω_M3_b3_fromsub,r_M3_b3_fromsub,rd_M3_b3_fromsub,ω_0_M3toM4_b3_fromsub,z_M3toM4_b3_fromsub,ω_M4_b3_fromsub,r_M4_b3_fromsub,rd_M4_b3_fromsub,ω_0_M4toM5_b3_fromsub,z_M4toM5_b3_fromsub,ω_Dewarhole_b3_fromsub,r_Dewarhole_b3_fromsub,ω_M5_b3_fromsub,r_M5_b3_fromsub,rd_M5_b3_fromsub,ω_0_M5tob3horn,z_M5tob3horn,ω_b3horn,r_b3horn,l_b3horn,half_flare_angle
[76],1105.97,11.93388983,1078.700309,20.0119175,14.53025186,366.052381,25.34218302,412.8522958,290,974.5618917,19.85068129,376.6017822,26.18973825,959.8032757,111.6305675,3.507481473,109.6283484,17.02525125,73.49080485,326.848423,11.63658469,174.1584903,12.04847759,651.3087645,16.61673819,326.2025988,105.9948515,5.046598285,96.21818757,7.809125191,10.27516473,62.1911296,9.509964781
