ω_sub,r_sub,ω_0_sub2M2_b7,z_sub2M2_b7,ω_ELbox_top_b7,ω_M2_b7,r_M2_b7,f_M2,rd_M2_b7,ω_0_M2toM3_b7_fromsub,z_M2toM3_b7_fromsub,ω_M3_b7_fromsub,r_M3_b7_fromsub,rd_M3_b7_fromsub,ω_0_M3toM4_b7_fromsub,z_M3toM4_b7_fromsub,ω_M4_b7_fromsub,r_M4_b7_fromsub,rd_M4_b7_fromsub,ω_0_M4toM6_b7_fromsub,z_M4toM6_b7_fromsub,ω_Dewarhole_b7_fromsub,r_Dewarhole_b7_fromsub,ω_M6_b7_fromsub,r_M6_b7_fromsub,rd_M6_b7_fromsub,ω_0_M6tob7horn,z_M6tob7horn,ω_b7horn,r_b7horn,l_b7horn,half_flare_angle_b7
[76],1105.97,4.02228603,1102.872138,18.00559259,20.83855424,308.6264324,290,4805.088991,19.80942993,462.8850083,20.3143018,6561.939833,101.5475229,1.380430919,101.0786071,15.88468144,79.52195704,244.4077411,4.113535366,228.0173842,7.75090826,7.75090826,5.876581227,122.291241,47.0930315,2.075210095,41.22041956,2.558562524,3.366529637,32.79461534,5.892075002
