sub2M2,sub2M1,M1toM2,M2toM3,M4toDewar_aperture,M4tofilter,M3toM4,M2toM4,Dewar_aperture24Kstage,4Kstagetofilter,filter2M5,M5tob3horn,M4toM5,filter2M6,M4toM6,M6tob6horn,ELbox_top2M1,sub2ELbox_top
1400,1197.83,202.17,785,130.388,230.388,180,965,50,50,110,60,340.388,60,290.388,30,350,847.83
